               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 125,            0.034734,             0.03294,           0.0044147,             0.64665,             0.65299,             0.65517,             0.33974,            0.046191,            0.028249,             0.01278,            0.005908,            0.005908,            0.005908
                 126,            0.032946,            0.031746,           0.0042665,              0.6619,             0.61743,             0.63548,             0.32551,            0.046098,            0.028479,            0.015974,            0.005875,            0.005875,            0.005875
                 127,            0.034228,            0.035357,           0.0048373,             0.66935,             0.60537,             0.63798,              0.3193,            0.044819,            0.027872,            0.014438,            0.005842,            0.005842,            0.005842
                 128,            0.033225,            0.031932,           0.0041346,              0.6936,             0.62225,             0.66285,             0.34124,            0.045716,            0.028812,           0.0098206,            0.005809,            0.005809,            0.005809
                 129,            0.034032,            0.034341,           0.0038163,             0.67478,             0.60978,             0.64166,             0.32204,            0.045626,            0.029125,            0.011536,            0.005776,            0.005776,            0.005776
                 130,            0.033547,            0.032129,           0.0043151,              0.6495,             0.64005,              0.6608,             0.33714,            0.045922,            0.028384,            0.010164,            0.005743,            0.005743,            0.005743
                 131,            0.033557,            0.032553,           0.0039694,             0.66114,             0.66151,              0.6799,             0.33641,            0.044918,            0.028044,            0.011575,             0.00571,             0.00571,             0.00571
                 132,             0.03375,             0.03194,           0.0038805,             0.61473,             0.68901,             0.65578,             0.30254,            0.045083,            0.028534,            0.010494,            0.005677,            0.005677,            0.005677
                 133,            0.033457,             0.03144,           0.0034281,             0.59952,             0.66849,             0.64463,             0.33078,            0.044816,            0.027928,            0.016637,            0.005644,            0.005644,            0.005644
                 134,            0.032882,            0.031418,           0.0037578,             0.63652,             0.65043,              0.6709,             0.33867,            0.046039,            0.029103,            0.010322,            0.005611,            0.005611,            0.005611
                 135,            0.032683,            0.033122,           0.0032695,             0.64437,             0.65078,             0.66544,             0.34067,            0.045411,            0.028749,            0.015715,            0.005578,            0.005578,            0.005578
                 136,            0.032991,             0.03244,           0.0036369,             0.65681,             0.65901,             0.66181,             0.33464,            0.044747,            0.028114,            0.011662,            0.005545,            0.005545,            0.005545
                 137,            0.033411,            0.030628,            0.004564,             0.69462,              0.6173,             0.66169,             0.32682,             0.04613,            0.029048,           0.0079536,            0.005512,            0.005512,            0.005512
                 138,            0.032951,            0.032452,           0.0035871,             0.65824,             0.62629,             0.65288,             0.32999,            0.045511,            0.028928,            0.014449,            0.005479,            0.005479,            0.005479
                 139,            0.032904,            0.031491,           0.0037655,             0.71161,             0.61235,             0.67077,             0.34344,            0.045693,            0.029159,            0.010823,            0.005446,            0.005446,            0.005446
                 140,            0.033024,            0.031828,            0.003398,             0.68254,             0.63298,             0.67177,             0.32781,            0.044906,            0.028612,            0.011425,            0.005413,            0.005413,            0.005413
                 141,            0.031812,            0.031855,           0.0032686,             0.66722,             0.60786,             0.65194,             0.33417,             0.04557,            0.029025,            0.014345,             0.00538,             0.00538,             0.00538
                 142,            0.033031,            0.032023,           0.0034937,             0.64872,             0.65762,             0.66104,              0.3193,            0.045289,            0.028936,            0.010866,            0.005347,            0.005347,            0.005347
                 143,            0.032833,              0.0319,           0.0034644,             0.66146,             0.65814,             0.66341,             0.34376,            0.045019,             0.02855,           0.0099975,            0.005314,            0.005314,            0.005314
                 144,            0.033293,            0.033031,           0.0030032,              0.6912,             0.64902,             0.68132,              0.3476,             0.04685,             0.02838,           0.0086777,            0.005281,            0.005281,            0.005281
                 145,            0.033013,            0.031987,            0.003245,             0.65146,             0.65676,             0.67521,             0.35522,            0.044766,            0.028436,           0.0085305,            0.005248,            0.005248,            0.005248
                 146,            0.032731,            0.030022,           0.0033753,             0.70351,             0.57217,             0.65041,             0.32993,            0.046575,            0.029399,           0.0092735,            0.005215,            0.005215,            0.005215
                 147,            0.031676,            0.031145,           0.0032159,             0.64047,             0.67229,             0.66825,             0.33894,             0.04628,             0.02878,             0.01248,            0.005182,            0.005182,            0.005182
                 148,            0.032303,            0.030829,           0.0033191,             0.65314,             0.67482,             0.68865,             0.34292,             0.04642,            0.029282,            0.010422,            0.005149,            0.005149,            0.005149
                 149,            0.032142,            0.030994,           0.0033338,             0.68654,             0.65727,             0.68971,             0.35132,            0.045378,            0.029547,            0.010053,            0.005116,            0.005116,            0.005116
                 150,            0.032758,            0.030407,           0.0035046,             0.71665,             0.63913,             0.69371,             0.34713,            0.045944,            0.028931,           0.0092753,            0.005083,            0.005083,            0.005083
                 151,            0.032284,            0.032154,           0.0028796,             0.68083,             0.68844,             0.70961,             0.36332,            0.045107,            0.028081,             0.00856,             0.00505,             0.00505,             0.00505
                 152,            0.032017,             0.03095,           0.0029751,             0.66363,             0.64635,             0.66361,             0.33799,            0.045697,            0.029635,            0.012803,            0.005017,            0.005017,            0.005017
                 153,            0.031818,            0.029525,           0.0031946,             0.64022,             0.66461,             0.68254,             0.34273,             0.04521,            0.029459,           0.0098275,            0.004984,            0.004984,            0.004984
                 154,            0.032231,            0.032387,           0.0032988,             0.69054,              0.6164,             0.64896,             0.33714,            0.045093,            0.029154,            0.014181,            0.004951,            0.004951,            0.004951
                 155,            0.031835,            0.030784,           0.0027573,             0.72203,             0.61637,             0.67683,             0.33751,            0.046216,            0.029487,           0.0075977,            0.004918,            0.004918,            0.004918
                 156,            0.031655,            0.031696,           0.0032403,              0.6381,             0.70151,             0.70004,             0.35561,            0.044676,            0.028821,           0.0077761,            0.004885,            0.004885,            0.004885
                 157,            0.031512,            0.029823,           0.0031372,             0.66066,             0.67684,             0.67654,             0.34784,            0.045302,            0.028888,             0.01182,            0.004852,            0.004852,            0.004852
                 158,            0.030712,            0.030567,           0.0036443,              0.7141,             0.63185,             0.68695,             0.34701,            0.044508,            0.028692,            0.011887,            0.004819,            0.004819,            0.004819
                 159,            0.031314,            0.031621,           0.0034139,             0.65159,              0.6745,             0.68023,             0.34411,            0.045089,            0.029765,            0.011039,            0.004786,            0.004786,            0.004786
                 160,            0.031521,            0.030943,           0.0034682,             0.67558,             0.62131,             0.65624,             0.34043,            0.045421,            0.029679,            0.012652,            0.004753,            0.004753,            0.004753
                 161,            0.031732,            0.031393,           0.0034714,             0.64545,             0.59668,             0.61554,             0.31769,             0.04698,            0.029623,             0.02366,             0.00472,             0.00472,             0.00472
                 162,            0.030745,            0.031166,           0.0029588,             0.66048,             0.67576,              0.6815,             0.34952,            0.045342,            0.029272,            0.011156,            0.004687,            0.004687,            0.004687
                 163,            0.031512,            0.029626,           0.0032008,             0.65968,             0.62027,             0.65937,             0.33705,            0.045048,            0.029373,           0.0099612,            0.004654,            0.004654,            0.004654
                 164,            0.031614,            0.031724,            0.003244,             0.62825,             0.65685,             0.67092,             0.33531,            0.045459,            0.028944,           0.0098891,            0.004621,            0.004621,            0.004621
                 165,            0.031268,            0.031256,            0.002745,             0.63271,             0.69598,             0.66288,              0.3448,            0.045838,            0.029968,             0.01074,            0.004588,            0.004588,            0.004588
                 166,            0.031472,            0.029539,           0.0032691,             0.66276,             0.61658,             0.65237,             0.34759,            0.045991,            0.030001,            0.014437,            0.004555,            0.004555,            0.004555
                 167,            0.031512,            0.030188,           0.0034493,             0.67536,             0.64515,             0.68034,             0.34002,            0.044822,            0.029662,            0.010087,            0.004522,            0.004522,            0.004522
                 168,            0.031333,            0.030302,           0.0035471,             0.67818,             0.67579,              0.6923,             0.34849,            0.045426,            0.028799,           0.0077489,            0.004489,            0.004489,            0.004489
                 169,            0.031553,            0.031412,           0.0023815,              0.6545,             0.64496,             0.66767,             0.34085,            0.045308,            0.029647,            0.011134,            0.004456,            0.004456,            0.004456
                 170,            0.030895,            0.030792,           0.0031335,             0.61825,             0.67634,             0.66227,             0.33232,            0.045865,            0.029903,           0.0094021,            0.004423,            0.004423,            0.004423
                 171,            0.031327,            0.030085,           0.0030907,              0.6373,             0.64622,              0.6631,             0.33859,            0.045454,            0.029174,           0.0094909,             0.00439,             0.00439,             0.00439
                 172,            0.031528,            0.029898,           0.0029342,              0.6667,             0.64816,             0.67858,             0.34182,            0.045824,            0.030314,           0.0094277,            0.004357,            0.004357,            0.004357
                 173,            0.030815,            0.029524,           0.0029947,             0.68884,             0.63296,             0.67377,             0.34468,            0.046189,            0.030352,            0.013467,            0.004324,            0.004324,            0.004324
                 174,            0.030699,            0.030313,            0.002841,             0.66838,             0.64875,             0.66453,             0.32946,            0.045708,            0.030081,            0.011296,            0.004291,            0.004291,            0.004291
                 175,            0.031643,            0.028876,           0.0030903,             0.64913,             0.65521,             0.66593,             0.33366,            0.045641,            0.030213,            0.011256,            0.004258,            0.004258,            0.004258
                 176,            0.031103,            0.030592,           0.0033092,             0.60556,             0.64183,             0.63992,             0.33466,            0.045357,             0.02903,            0.015846,            0.004225,            0.004225,            0.004225
                 177,            0.030786,             0.03151,           0.0026125,             0.65152,             0.64715,             0.67428,             0.34984,            0.045266,            0.029246,           0.0097656,            0.004192,            0.004192,            0.004192
                 178,              0.0293,            0.029738,           0.0029459,             0.69945,             0.58335,             0.64181,             0.32768,            0.046194,            0.029595,            0.017408,            0.004159,            0.004159,            0.004159
                 179,            0.031043,            0.031858,           0.0026847,             0.71794,             0.60615,             0.66885,             0.34589,            0.045804,            0.029478,            0.011988,            0.004126,            0.004126,            0.004126
                 180,            0.029525,            0.029744,           0.0025911,             0.65903,             0.63661,             0.66741,             0.33531,            0.045957,            0.029517,            0.010454,            0.004093,            0.004093,            0.004093
                 181,            0.030271,            0.030094,           0.0025117,             0.66974,             0.62233,             0.65354,             0.33451,            0.046193,            0.029704,            0.017146,             0.00406,             0.00406,             0.00406
                 182,             0.03096,            0.030149,           0.0027937,              0.6507,               0.653,             0.66993,             0.33366,            0.045648,            0.029823,             0.01574,            0.004027,            0.004027,            0.004027
                 183,            0.030194,            0.029188,           0.0024914,             0.68346,             0.64574,              0.6767,             0.34883,            0.046199,            0.030048,           0.0096356,            0.003994,            0.003994,            0.003994
                 184,            0.030763,            0.029922,           0.0027034,             0.68267,             0.64607,             0.67914,             0.34216,            0.045803,            0.029671,           0.0093037,            0.003961,            0.003961,            0.003961
                 185,            0.030857,            0.029281,           0.0024591,             0.68823,              0.5941,             0.65867,             0.33754,            0.046169,            0.030099,           0.0094014,            0.003928,            0.003928,            0.003928
                 186,            0.030315,            0.029158,           0.0029168,              0.6346,             0.61567,             0.64622,             0.32812,            0.046939,            0.030734,            0.012124,            0.003895,            0.003895,            0.003895
                 187,            0.029454,            0.028581,           0.0028194,             0.64316,             0.64821,             0.64944,             0.33252,            0.046194,            0.030033,            0.011637,            0.003862,            0.003862,            0.003862
                 188,            0.029514,            0.028795,            0.003072,             0.63508,             0.62193,             0.64217,              0.3218,            0.046854,            0.030075,            0.014069,            0.003829,            0.003829,            0.003829
                 189,            0.029604,            0.029466,           0.0026661,             0.64766,             0.58512,             0.62961,              0.3276,            0.046505,            0.031297,             0.01754,            0.003796,            0.003796,            0.003796
                 190,            0.030606,             0.03052,           0.0035407,              0.5954,             0.65288,             0.64502,             0.33621,            0.045976,            0.030572,             0.01356,            0.003763,            0.003763,            0.003763
                 191,            0.030213,            0.030642,           0.0034808,             0.60686,             0.64755,             0.63899,             0.32936,            0.045992,            0.030175,            0.014563,             0.00373,             0.00373,             0.00373
                 192,             0.02939,            0.028154,           0.0028295,               0.639,             0.63505,              0.6379,             0.31997,            0.046161,            0.030231,            0.011987,            0.003697,            0.003697,            0.003697
                 193,            0.029237,            0.030101,           0.0023386,              0.6678,             0.59936,             0.64524,             0.33184,            0.046293,            0.029868,           0.0097053,            0.003664,            0.003664,            0.003664
                 194,            0.029574,             0.02936,           0.0026527,             0.65387,             0.63929,             0.66061,             0.33485,            0.045192,            0.030389,           0.0090729,            0.003631,            0.003631,            0.003631
                 195,            0.029192,             0.02875,           0.0028485,             0.63053,             0.68109,             0.66152,             0.33717,            0.046638,            0.030239,            0.011746,            0.003598,            0.003598,            0.003598
                 196,            0.030396,            0.029893,           0.0027976,              0.6953,             0.65152,             0.67691,             0.34476,            0.046751,            0.029971,            0.010325,            0.003565,            0.003565,            0.003565
                 197,            0.028592,            0.028523,            0.002916,             0.66787,             0.59914,             0.64334,             0.32777,            0.046893,            0.030762,            0.016433,            0.003532,            0.003532,            0.003532
                 198,            0.029353,            0.029393,           0.0024571,             0.67711,             0.62417,              0.6761,             0.34673,            0.044828,            0.029475,           0.0083853,            0.003499,            0.003499,            0.003499
                 199,            0.029588,             0.03031,           0.0023975,             0.59626,             0.66483,             0.66209,             0.34675,            0.045988,            0.030454,            0.011118,            0.003466,            0.003466,            0.003466
                 200,            0.029466,            0.028311,           0.0026217,             0.63292,             0.62465,             0.65812,             0.33872,            0.046327,            0.030693,            0.010931,            0.003433,            0.003433,            0.003433
                 201,            0.029513,             0.02835,            0.002297,             0.61435,             0.63375,             0.64495,             0.33166,            0.046388,            0.030646,            0.015854,              0.0034,              0.0034,              0.0034
                 202,            0.029204,            0.029019,           0.0024248,             0.70899,             0.61061,             0.67337,             0.34751,            0.045727,            0.030175,            0.011289,            0.003367,            0.003367,            0.003367
                 203,            0.028776,             0.02812,           0.0029053,             0.64155,             0.62317,             0.63041,             0.33065,            0.047324,            0.031457,            0.017172,            0.003334,            0.003334,            0.003334
                 204,            0.029223,            0.029328,           0.0025793,             0.67607,             0.61691,             0.65818,             0.33908,            0.046099,            0.030421,            0.011173,            0.003301,            0.003301,            0.003301
                 205,            0.028364,            0.029092,           0.0025555,             0.66755,              0.6293,             0.65557,             0.34117,            0.046545,            0.030766,            0.012719,            0.003268,            0.003268,            0.003268
                 206,            0.028922,            0.028649,           0.0026363,             0.64454,             0.65211,              0.6857,             0.34954,            0.045949,             0.03033,            0.013516,            0.003235,            0.003235,            0.003235
                 207,            0.028852,            0.027212,           0.0024225,             0.66775,              0.6324,             0.66643,             0.34248,            0.046689,            0.030659,            0.013778,            0.003202,            0.003202,            0.003202
                 208,            0.028662,            0.028549,           0.0025368,             0.72375,              0.5829,             0.65827,             0.34132,            0.046224,            0.030741,            0.013507,            0.003169,            0.003169,            0.003169
                 209,             0.02778,            0.028161,           0.0021848,             0.68342,             0.60653,             0.66009,              0.3316,            0.045769,            0.030943,            0.013558,            0.003136,            0.003136,            0.003136
                 210,            0.028881,             0.02789,           0.0030087,             0.63529,             0.63598,             0.67051,             0.33744,            0.046235,            0.030808,            0.011778,            0.003103,            0.003103,            0.003103
                 211,            0.029019,            0.029473,           0.0025917,             0.71698,             0.58408,              0.6685,             0.33963,             0.04653,            0.030254,            0.013626,             0.00307,             0.00307,             0.00307
                 212,            0.029268,            0.028989,           0.0029016,             0.62496,             0.64106,             0.66044,             0.33866,            0.046564,            0.031147,            0.017038,            0.003037,            0.003037,            0.003037
                 213,            0.028647,            0.028571,           0.0022444,             0.67917,             0.64188,              0.6741,             0.34866,            0.046426,            0.031174,            0.011846,            0.003004,            0.003004,            0.003004
                 214,            0.028404,            0.028944,           0.0023422,             0.66973,             0.66731,             0.68313,              0.3539,            0.046056,            0.030699,            0.011745,            0.002971,            0.002971,            0.002971
                 215,            0.028143,            0.028153,            0.002669,              0.7287,             0.60458,             0.68946,             0.35027,            0.045412,            0.030401,            0.011243,            0.002938,            0.002938,            0.002938
                 216,            0.027335,            0.027718,           0.0027695,             0.74654,             0.59823,             0.68574,             0.34997,            0.046152,            0.030435,             0.01094,            0.002905,            0.002905,            0.002905
                 217,            0.028321,            0.028254,            0.002379,             0.68874,             0.62212,              0.6863,              0.3562,            0.046081,            0.031188,            0.010194,            0.002872,            0.002872,            0.002872
                 218,            0.028825,             0.02954,           0.0020271,             0.67535,             0.62689,             0.67134,             0.34245,            0.045415,            0.031405,            0.010093,            0.002839,            0.002839,            0.002839
                 219,            0.027485,            0.028663,           0.0025833,             0.63301,             0.65207,             0.66163,             0.34196,            0.045922,            0.030983,            0.012071,            0.002806,            0.002806,            0.002806
                 220,            0.028049,            0.028618,           0.0020848,             0.65244,              0.6563,                0.68,             0.34949,             0.04635,            0.030951,            0.013014,            0.002773,            0.002773,            0.002773
                 221,            0.027793,            0.028356,           0.0020627,             0.62952,             0.65121,             0.65402,             0.33775,            0.046506,            0.031049,             0.01394,             0.00274,             0.00274,             0.00274
                 222,             0.02796,            0.028327,            0.002682,             0.71898,             0.58207,             0.65538,             0.33784,            0.046333,            0.030392,             0.01307,            0.002707,            0.002707,            0.002707
                 223,            0.027076,            0.026765,           0.0023189,             0.62602,             0.62692,             0.65752,             0.32796,            0.047145,            0.030722,            0.016071,            0.002674,            0.002674,            0.002674
                 224,            0.027673,            0.027566,           0.0022822,             0.62437,             0.67353,             0.66301,             0.33883,            0.045857,            0.030784,            0.012878,            0.002641,            0.002641,            0.002641
                 225,            0.027868,            0.027266,           0.0022218,             0.64039,             0.66385,              0.6684,             0.33667,            0.045701,            0.031241,            0.010897,            0.002608,            0.002608,            0.002608
                 226,            0.027737,            0.027234,           0.0019029,             0.68627,             0.62609,             0.67198,             0.33847,            0.046319,            0.031275,            0.013093,            0.002575,            0.002575,            0.002575
                 227,            0.028208,            0.027678,           0.0024088,             0.65858,             0.58821,             0.65183,             0.34459,            0.046653,            0.031727,            0.015575,            0.002542,            0.002542,            0.002542
                 228,            0.026556,            0.026227,            0.002567,             0.63872,             0.65369,             0.67095,             0.35436,            0.046014,            0.030224,            0.015557,            0.002509,            0.002509,            0.002509
                 229,            0.027492,            0.028774,           0.0021781,             0.65577,             0.64447,             0.66688,             0.34294,            0.045908,            0.030774,            0.015948,            0.002476,            0.002476,            0.002476
                 230,            0.027444,            0.028701,           0.0019546,             0.60924,             0.68676,             0.66701,             0.34523,            0.045914,            0.031063,            0.017451,            0.002443,            0.002443,            0.002443
                 231,            0.027398,             0.02788,           0.0022405,             0.65777,             0.62334,             0.67144,             0.34761,            0.046084,            0.031317,            0.012083,             0.00241,             0.00241,             0.00241
                 232,            0.027212,            0.027888,           0.0021773,              0.6429,             0.65182,             0.67622,             0.35335,            0.046489,            0.031382,            0.011046,            0.002377,            0.002377,            0.002377
                 233,            0.027619,             0.02806,           0.0020237,             0.62559,             0.65345,             0.66685,             0.35343,            0.046418,            0.031584,            0.014223,            0.002344,            0.002344,            0.002344
                 234,             0.02746,            0.027435,           0.0020337,             0.62592,             0.62615,             0.65431,              0.3382,            0.045836,            0.031527,            0.012424,            0.002311,            0.002311,            0.002311
                 235,            0.027361,            0.026384,           0.0022525,             0.62931,              0.6423,             0.66841,             0.34399,            0.046078,            0.031141,            0.010546,            0.002278,            0.002278,            0.002278
                 236,            0.026759,            0.027425,           0.0023436,             0.61618,             0.65479,             0.66761,             0.34381,            0.045911,            0.031666,            0.012163,            0.002245,            0.002245,            0.002245
                 237,            0.026942,            0.027503,           0.0023807,             0.67024,             0.65149,             0.68726,             0.35478,            0.045965,            0.031262,            0.010149,            0.002212,            0.002212,            0.002212
                 238,            0.028152,            0.027364,           0.0024554,             0.71925,             0.61844,             0.69002,             0.36461,            0.045936,            0.031651,           0.0097545,            0.002179,            0.002179,            0.002179
                 239,            0.026844,             0.02789,           0.0020799,             0.64023,             0.67192,             0.68675,             0.35529,            0.045015,            0.031141,            0.012541,            0.002146,            0.002146,            0.002146
                 240,            0.026732,            0.027945,           0.0019503,             0.63012,             0.68582,             0.69041,             0.34718,            0.045629,            0.031508,            0.012181,            0.002113,            0.002113,            0.002113
                 241,             0.02774,            0.028202,           0.0027368,             0.65533,             0.64558,             0.67761,             0.35159,            0.046118,            0.031423,            0.012272,             0.00208,             0.00208,             0.00208
                 242,            0.027435,             0.02882,           0.0024367,             0.66152,             0.64633,             0.67487,             0.34917,            0.045947,            0.031475,            0.012909,            0.002047,            0.002047,            0.002047
                 243,            0.026845,            0.027234,           0.0022858,             0.69717,             0.60936,             0.67459,             0.34809,            0.045912,            0.031012,            0.014006,            0.002014,            0.002014,            0.002014
                 244,            0.026407,            0.026082,           0.0021314,             0.69329,             0.64413,             0.67682,             0.35144,            0.045595,            0.031045,            0.014523,            0.001981,            0.001981,            0.001981
                 245,            0.026513,            0.026598,           0.0020576,             0.65865,             0.63348,             0.65851,             0.34402,            0.046476,            0.032063,            0.013585,            0.001948,            0.001948,            0.001948
                 246,            0.027077,            0.026978,            0.002063,              0.6718,             0.63152,             0.66983,             0.34696,            0.046796,            0.031748,            0.014944,            0.001915,            0.001915,            0.001915
                 247,            0.026288,            0.025808,           0.0023137,             0.67853,             0.64133,             0.67939,             0.34425,            0.046085,            0.031018,            0.013626,            0.001882,            0.001882,            0.001882
                 248,             0.02712,            0.028279,           0.0020725,             0.64483,             0.65533,             0.68291,             0.35309,            0.046728,            0.031364,            0.012266,            0.001849,            0.001849,            0.001849
                 249,            0.027281,            0.026477,           0.0019534,             0.74104,             0.57503,             0.67476,             0.34803,            0.046256,            0.031607,            0.013876,            0.001816,            0.001816,            0.001816
                 250,            0.027378,            0.028434,           0.0021416,             0.63356,             0.68938,             0.68333,             0.35209,            0.046016,            0.030398,             0.01374,            0.001783,            0.001783,            0.001783
                 251,            0.027222,            0.027356,           0.0019237,             0.68539,             0.67477,              0.7017,             0.35217,            0.046289,            0.031513,            0.011424,             0.00175,             0.00175,             0.00175
